,black_rating,id,rated,turns,victory_status,white_rating,winner
4043,1108,c6bXLoQK,False,65,outoftime,1255,white
4044,1255,xN9r04Oh,False,17,draw,1108,draw
4045,1108,Q8GCf6wG,False,73,draw,1255,draw
4046,1108,s7HILile,False,91,outoftime,1255,white
4047,1255,BmwuVWbC,False,88,draw,1108,draw
4048,1108,T9DNTXJP,False,64,resign,1255,black
4049,1431,MUp0E0hz,True,90,mate,1142,black
4050,1022,rKf0fShq,True,57,mate,1107,white
4051,1352,85Vu9TjT,False,32,outoftime,1107,black
4052,1513,jZa30I4z,True,45,mate,1581,white
4053,1393,nMoBUPup,True,69,resign,1505,white
4054,1517,VKqQFLrp,True,25,resign,1493,white
4055,1506,1k1Br31J,True,50,resign,1494,black
4056,1494,0XxbYc5t,True,75,resign,1497,white
4057,1484,KgMGDIi0,True,90,resign,1572,black
4058,1563,l8iJy7XT,True,14,resign,1492,black
4059,1502,I3QI3tcT,True,37,resign,1511,white
4060,1527,0MKvR3j3,True,52,resign,1513,black
4061,1503,n0VbNOps,True,52,mate,1478,black
4062,1541,17xEHXw5,True,54,resign,1513,black
4063,1507,mbakKdOR,True,22,mate,1322,black
4064,1509,JfI1YYYk,True,31,resign,1504,white
4065,1500,T8AfxxW4,True,85,mate,1502,white
4066,1505,W7e8yJqX,True,64,resign,1491,white
4067,1490,P0He9I4m,True,9,mate,1512,white
4068,1469,jvylwbOE,True,40,resign,1502,black
4069,1491,7NvdRC8V,True,132,resign,1497,black
4070,1482,JElusY2p,True,42,mate,1430,black
4071,1493,yi2xPE7T,True,50,resign,1465,white
4072,1432,Xxq6QUe1,True,37,resign,1476,white
4073,1486,jijeCk1l,True,117,resign,1501,white
4074,1473,BL8t5NPL,True,70,outoftime,1531,black
4075,1521,nKVzLNtL,True,14,resign,1483,black
4076,1493,9r5zfTGS,True,59,resign,1491,white
4077,1592,2d4CZyN9,True,39,resign,1480,white
4078,1514,Tsaub2Xw,True,26,resign,1479,black
4079,1468,FNPIbnwf,True,58,resign,1468,black
4080,1462,204FuTNI,True,104,mate,1479,black
4081,1486,YT53T6Rz,True,63,mate,1624,white
4082,1469,kB64c4UZ,True,97,mate,1476,white
4083,1404,l8FqYmJR,True,51,resign,1467,white
4084,1427,cska7GZG,True,63,resign,1479,black
4085,1478,JeKSeily,True,33,resign,1489,white
4086,1468,u6K5vgPh,True,79,resign,1467,white
4087,1475,8TKmtNf2,True,33,resign,1578,white
4088,1395,poINaTzI,True,11,resign,1466,white
4089,1475,V8eDU7iq,True,21,resign,1532,white
4090,1545,ofpF0oRM,True,17,resign,1462,white
4091,1471,V9xscecv,True,26,resign,1536,white
4092,1550,E9xiPEZK,True,29,mate,1457,white
4093,1469,AHXojpIK,True,61,resign,1422,white
4094,1436,JPNQf9j2,True,39,resign,1481,black
4095,1492,gIslASxZ,True,59,resign,1477,white
4096,1407,iU3eX41f,False,27,mate,1500,white
4097,1500,dYmzjCHr,False,34,mate,1407,black
4098,1407,IbV32ZPE,False,17,mate,1500,white
4099,1407,S88Hhz5u,False,5,resign,1937,white
4100,1414,iyYOohgL,True,47,mate,2141,white
4101,1742,ySzcuMJr,True,18,mate,1500,black
4102,1221,R3nrXrqZ,False,9,resign,1342,white
4103,1204,cHzDiEHH,True,44,mate,1254,black
4104,1269,ZUOFdaon,True,53,mate,1184,white
4105,1140,86Ph7m5y,True,26,resign,1203,black
4106,1215,9xlp4XvI,True,7,resign,1329,white
4107,1227,mTVPiE7r,True,4,resign,1325,white
4108,1227,38Ds9mfx,False,45,resign,1500,white
4109,1532,4CcvDonT,True,17,resign,1233,black
4110,1238,vUrcxhu3,True,57,resign,1567,white
4111,1216,Thhr5sGU,True,85,mate,1681,white
4112,1373,0kaedXef,True,171,mate,1189,white
4113,1319,Cfs3ls9A,True,28,resign,1162,white
4114,1133,8hpPYZOe,True,78,mate,1446,black
4115,1616,3NQKJmJ5,False,1,outoftime,2404,white
4116,1657,gvHIZGRz,False,91,resign,1616,white
4117,1449,jlxDAOJz,True,70,resign,1499,black
4118,1365,5XB5ikrX,True,48,resign,1405,black
4119,1351,bDcOkAPl,True,7,resign,1302,white
4120,1658,3X0AZRrG,True,30,resign,989,black
4121,1658,jkwZJXbo,True,52,mate,989,black
4122,989,QHrQCRDT,True,2,resign,1610,black
4123,1610,RzfhITm1,True,3,resign,989,white
4124,991,yfRbI6de,True,3,resign,1538,white
4125,1246,VJC41GsP,True,20,resign,1003,black
4126,1274,y44Msw6h,True,7,mate,958,white
4127,963,0bPTSsbm,False,41,mate,1500,white
4128,1500,L2WDlZ14,False,36,resign,963,black
4129,1179,qttdAohZ,True,62,mate,978,black
4130,996,odAh8cU9,True,71,mate,1172,white
4131,1011,gvu9qK9U,True,44,mate,1032,black
4132,1061,4gQXomxa,True,33,mate,1142,white
4133,1061,Ae98zqc9,False,29,mate,1424,white
4134,1451,bZH0elxT,True,64,draw,1691,draw
4135,1461,Mn1LbgKu,True,89,mate,1471,white
4136,1451,U8iQ7CIG,True,57,resign,1440,black
4137,1468,1GuRu7tH,True,113,draw,1450,draw
4138,1679,agFTttls,True,34,mate,1455,black
4139,1489,7wHFeyVw,True,99,draw,1454,draw
4140,1440,9nhiwIrc,True,32,resign,1508,black
4141,1576,ZzVYVfuL,True,33,resign,1425,white
4142,1420,c8ceBA8I,True,103,draw,1580,draw
4143,1480,3HrE4c5P,True,111,draw,1418,draw
4144,1402,hNrlM8wk,True,18,resign,1545,black
4145,1332,6ogtGrQt,True,67,resign,1392,white
4146,1388,06N5Bbxe,True,81,mate,1382,white
4147,1395,TYJHQxJo,True,57,mate,1347,white
4148,1367,7dpio6EA,False,99,mate,1395,white
4149,1472,4Ilewq2c,True,102,mate,1418,black
4150,1645,kTSNXSyN,True,40,resign,1423,black
4151,1423,HYqtCTUD,False,38,resign,1500,white
4152,1418,6lNhqUra,True,20,resign,1457,black
4153,1754,LYQNu2PW,True,112,mate,1421,black
4154,1432,5n6kPydD,True,91,resign,1464,white
4155,1447,t0CE1yBT,True,37,mate,1363,white
4156,1453,p9Wt9VAc,True,115,mate,1653,white
4157,1460,1ziuafFK,True,47,mate,1710,white
4158,1706,w9Al2iTR,True,46,mate,1465,black
4159,1470,xp8EzRTz,True,31,resign,1701,white
4160,1479,ijqdXHbW,True,53,resign,1554,white
4161,1591,7goJ1hPy,True,20,mate,1488,black
4162,1497,gUjm6t9I,True,167,mate,1579,white
4163,1537,WB7GBnxy,True,63,resign,1482,white
4164,1468,GkNVnmLX,True,70,mate,1528,black
4165,1501,gibYkoMf,True,77,draw,1467,draw
4166,1472,ZhuaP7Cb,True,41,draw,1559,draw
4167,1456,YU7Vq2rX,True,112,resign,1549,black
4168,1434,JA42uHSg,True,68,mate,1436,black
4169,1436,uFRVhZHQ,True,59,resign,1858,white
4170,1585,kwU2e5VH,True,96,draw,1431,draw
4171,1471,67MAWTpZ,True,80,mate,1443,black
4172,1132,TRlkjUev,True,67,mate,1661,white
4173,1135,gNUEOfkV,True,36,mate,1073,black
4174,1142,5kY5WUxA,True,91,mate,1551,white
4175,1483,iYziFDHN,True,16,mate,1155,black
4176,1157,XuoIw7SF,True,24,resign,1780,white
4177,2312,BPrTBmfm,True,8,resign,1157,black
4178,1616,23Xso018,True,18,resign,1164,black
4179,1173,6KY3n0LE,True,103,mate,1563,white
4180,1176,0LWknSSP,True,10,resign,1805,white
4181,1320,NXMwlV8w,True,76,mate,1209,black
4182,1703,4GkqU1PE,True,106,mate,1215,black
4183,1127,FHY8r25U,True,26,mate,1515,black
4184,1534,6dzSqqDm,True,13,mate,1002,white
4185,1513,nWXlyNgg,True,54,resign,1009,black
4186,1017,r7yRPKaY,True,67,mate,1511,white
4187,1509,zikC2jbx,True,12,resign,1027,black
4188,1064,vquNGkFY,True,57,resign,1264,white
4189,1625,GrqcLH8a,True,60,mate,1072,black
4190,1939,OEPRYdOo,True,16,mate,1073,black
4191,1076,04EIrpaP,True,39,resign,1793,white
4192,1115,K1AmmvZe,True,9,outoftime,1374,white
4193,1136,ikYC1Cge,True,38,resign,1539,white
4194,1677,gDTGX1e3,True,34,resign,1149,black
4195,1182,S0JaS1jI,True,41,outoftime,1535,white
4196,1182,wGdnRsMi,False,26,resign,1500,black
4197,1541,2guqueuz,True,57,mate,856,white
4198,2042,3OsAGS9G,True,52,outoftime,1435,black
4199,1500,4UFFLmI2,True,31,mate,1828,white
4200,1207,Pk2nmQn3,True,12,resign,1353,black
4201,1013,4dp5wc6k,True,35,mate,1347,white
4202,1183,Bx5pQZS2,True,73,outoftime,1334,white
4203,1325,4j23HSvb,True,86,mate,1079,black
4204,1099,xIgF0GHg,True,11,resign,1314,white
4205,1304,HDwrruYt,True,2,resign,1052,black
4206,1393,vsF01Ilj,False,10,outoftime,1100,black
4207,1100,Ej83SRXe,False,81,resign,1393,white
4208,1393,KthS3NHV,False,15,resign,1100,black
4209,1084,OFZmzWlK,True,12,resign,1027,black
4210,1073,wzK25t8a,True,55,resign,1065,white
4211,1082,PxGfMtaL,True,81,mate,1085,white
4212,1057,Mc4QPdAb,True,50,mate,1104,black
4213,1019,R6EEI3vY,True,46,outoftime,1130,black
4214,1153,70uokwwk,True,21,resign,1125,white
4215,1159,pO09f3QT,True,27,resign,1152,white
4216,1283,7DOaoGeV,True,2,resign,1112,white
4217,1098,7zT7fKqD,True,54,mate,1141,black
4218,1177,N2tZep3s,True,35,mate,1080,white
4219,1206,D4j02rF3,True,23,resign,1152,white
4220,1174,zTjFt9eg,True,20,resign,1145,black
4221,1199,Z8KhVENm,True,10,resign,1205,black
4222,1093,3Twh2m6V,True,12,draw,1216,draw
4223,1175,pr10qXl4,True,4,resign,1141,black
4224,1142,kLRjKHJX,True,44,mate,1018,black
4225,1140,3j0kRr01,True,22,outoftime,1208,black
4226,1123,BqMaxwMW,True,86,mate,1195,black
4227,1168,sZIfqpML,True,50,mate,1221,black
4228,1384,LdYg0yf4,True,108,mate,1054,black
4229,1484,KbK72fSq,True,41,outoftime,1703,white
4230,1427,1Zod3Qv9,True,16,resign,1455,white
4231,1306,8FwaEnWw,True,21,resign,1433,white
4232,1476,M4Vt1w6F,True,30,outoftime,1469,black
4233,1481,6iuCD2Ei,True,109,resign,1785,white
4234,1455,GNpQjE1K,True,54,resign,1315,black
4235,1815,EqKRhO8u,True,96,resign,1466,black
4236,1448,vQq60Hur,True,255,draw,1585,draw
4237,1448,aC8flIBR,False,68,draw,1907,draw
4238,1451,u8RQmlwz,True,39,draw,1291,draw
4239,1406,Vg2JcMOE,True,104,mate,1278,black
4240,1404,jRv30KI1,True,54,outoftime,1515,black
4241,1221,vwkSIpZ0,True,75,mate,1473,white
4242,1599,BQTkPWBJ,True,67,outoftime,1610,white
4243,1599,PsbhpAh5,False,68,outoftime,1907,black
4244,1500,O4Gkxrm5,True,88,mate,1299,black
4245,1500,fFpgwcvI,True,54,mate,1430,black
4246,1500,pBuPv1LC,True,56,resign,1576,black
4247,1500,oUloSjk9,False,39,mate,1901,white
4248,1119,1tMjtQVi,True,121,mate,1093,white
4249,898,825PEe6m,True,44,mate,1117,black
4250,1133,jyj9GNQc,True,27,outoftime,1169,white
4251,1273,0IqJXRdN,True,35,mate,1106,white
4252,1119,dVv7I3rg,True,45,mate,1251,white
4253,1347,Wr703cq9,True,20,resign,1128,black
4254,1355,kwM24ID4,True,78,mate,1146,black
4255,1116,XVUC5dgy,True,56,mate,1254,black
4256,1133,76zYX31c,True,141,mate,1228,white
4257,1135,oJxtaZV1,True,61,outoftime,1705,white
4258,1306,BWPCyxLM,True,64,mate,1158,black
4259,1163,bqAChXeW,True,19,mate,1759,white
4260,1627,L2JqD5Mo,True,26,mate,1167,black
4261,1168,VIOfFX1W,True,51,mate,2023,white
4262,1178,3mXiVTP1,True,115,outoftime,1426,white
4263,1252,Xuhpjead,True,100,mate,1200,black
4264,1213,QPafD7XB,True,75,mate,1427,white
4265,1175,vPCaf9T4,True,64,mate,1303,black
4266,1424,51oRNCU0,True,14,draw,1155,draw
4267,1907,ylCsKCVo,False,36,mate,1155,black
4268,1302,3yey4Fqp,True,85,draw,1170,draw
4269,1718,uBiBXa79,True,64,mate,1173,black
4270,1204,W0Db2z2k,True,77,outoftime,1278,white
4272,1288,ft5Pp17d,True,74,mate,1264,black
4273,1264,c05Ztnte,False,70,outoftime,1907,black
4274,1239,4IuaZ0ta,True,38,draw,1420,draw
4275,1409,3c1ok8Yr,True,40,mate,1277,black
4276,1284,nJLGbyL8,True,31,outoftime,1804,white
4277,1404,tUP12rDG,True,56,mate,1406,black
4278,1516,AmuzHx3I,True,47,mate,1231,white
4279,1303,bEf35R0X,True,33,resign,1466,white
4280,1458,Qya11t2E,True,32,resign,1500,black
4281,1234,Zm945lDd,True,23,mate,1127,white
4282,1162,AzJTzHod,True,77,resign,1242,white
4283,1168,e9qGUJ91,True,17,resign,1104,white
4284,1276,3vtY3ASM,True,128,mate,1138,black
4285,1283,ALlD4o2m,True,32,resign,1186,black
4286,1301,yPfKCLif,True,48,resign,1256,black
4287,1301,eku5TSQx,True,26,resign,1102,white
4288,1279,G3BaMN6r,True,46,resign,1205,black
4289,1205,E2JLJVld,False,12,resign,1311,white
4290,1311,klqUWVgc,True,32,resign,1500,black
4291,2003,uJtX85el,True,124,resign,1676,black
4292,1571,nupRA4Bz,True,17,resign,2001,white
4293,2001,ny8Pz7Fs,False,94,resign,1629,black
4294,1079,atvrScaB,False,23,resign,1582,white
4295,1079,xCrd3EaK,False,51,mate,1582,white
4296,1582,77yTce6t,False,38,outoftime,1079,black
4297,1410,AGMT1ZTP,False,85,mate,1582,white
4298,1582,H6EQo623,False,114,mate,1410,black
4299,1582,qlNIjhKy,False,70,outoftime,1500,black
4300,1500,Cck7F1i6,False,85,mate,1582,white
4301,1582,AubEAn9O,False,62,mate,1500,black
4302,1500,dQsjcqkA,False,53,mate,1582,white
4303,1591,RUcEMTch,False,60,mate,1143,black
4304,1143,IrmDXyiQ,False,41,mate,1591,white
4305,1591,Z6vd44mE,False,20,resign,1143,black
4306,1591,vBnES6Ky,False,14,resign,1143,black
4307,1143,VGZ2lppO,False,51,mate,1591,white
4308,1143,r5DFOhSL,False,39,mate,1591,white
4309,1097,kVFEIFAQ,True,70,outoftime,924,black
4310,996,DvBbvHEo,True,9,resign,918,white
4311,1048,UWHmD4TN,True,15,resign,1146,white
4312,1359,8k3DOYsm,True,80,outoftime,1077,black
4313,1162,kdfXa3Fs,True,39,mate,1196,white
4314,1157,y5ELbImG,True,66,mate,1362,black
4315,1362,8AkTLLt9,False,81,resign,989,white
4316,1362,tyI0uTbu,False,69,mate,1033,white
4317,1500,B4m1tH7P,False,28,mate,1362,black
4318,1584,t6mdHSNd,True,46,outoftime,1500,black
4319,1541,KkX5kWcU,True,113,outoftime,1847,draw
4320,1844,TY9To34i,True,46,mate,1555,black
4321,1819,VN86u6YU,True,114,mate,1856,black
4322,1874,cWrsTEgo,True,59,resign,1681,white
4323,1663,xzVxQtHS,True,93,mate,1868,white
4324,1860,w6yQObUB,True,68,mate,1741,black
4325,1518,JNNBtQ1z,True,84,resign,1881,black
4326,1877,MLozf6wy,True,71,resign,1573,black
4327,1704,jtwirDl4,True,61,resign,1871,white
4328,1920,XU2aSJpr,True,93,mate,1858,white
4329,1834,hm1hlEEp,True,49,resign,1846,white
4330,1832,X9qXwv0J,True,40,resign,1836,black
4331,1914,jwiDvtUw,True,168,resign,1841,black
4332,1965,tyzK86lD,True,61,resign,1826,white
4333,1820,uYz3bt4v,True,28,resign,1626,black
4334,1368,w1IP0yqo,True,53,mate,1818,white
4335,1827,VxTT5AS7,True,61,resign,1901,white
4336,1803,PMp6DMRt,True,83,resign,1791,white
4337,1788,o6Cd4N2t,True,71,resign,1792,white
4338,1808,NoOhvluH,True,77,resign,1780,white
4339,1789,yGcb5udF,True,97,draw,1456,draw
4340,1740,Akng6RgR,True,156,outoftime,1802,black
4341,1807,zYwcb45W,True,69,mate,2031,white
4342,1809,xDSz0IvJ,True,77,resign,2182,white
4343,1814,pnqCxr2D,True,65,resign,2062,white
4344,1697,T0RlNA2f,True,76,mate,1828,black
4345,1699,T4DVGxZD,True,29,resign,1821,white
4346,1807,f7UPTGwk,True,66,mate,1915,black
4347,1929,XmHXgF4P,True,91,mate,1791,white
4348,1799,cUO9QQU9,True,73,mate,1922,white
4349,1817,JmiWDBPx,True,62,mate,1810,black
4350,1798,AHYfrQuM,True,105,resign,1822,black
4351,1871,rY9AlCGo,True,75,resign,1784,white
4352,2059,y7Cqxzkx,True,98,resign,1788,black
4353,1785,2NtgZvBF,True,72,resign,1461,black
4354,1047,l81vn5EI,True,62,resign,1094,black
4355,1280,3VhOTS13,True,54,resign,1104,black
4356,1106,nj9nicKt,True,66,resign,1633,white
4357,1109,o682tfoY,True,37,resign,1506,white
4358,1227,4PdXXPTD,False,29,resign,1109,black
4359,1117,MWP0253V,True,55,resign,1709,white
4360,1116,5RAQfgCV,True,48,draw,1302,draw
4361,1370,6flKrsMp,True,73,resign,1084,white
4362,1085,bukaG0y8,True,39,mate,1732,white
4363,1085,ktcyQlzk,False,49,mate,2022,white
4364,1774,ng796Ixr,True,48,mate,1086,black
4365,1087,P0qkOgis,True,79,mate,1651,white
4366,1096,s2mBmi3p,True,9,resign,1319,white
4367,1097,jhdtWIo3,True,51,resign,1683,white
4368,1047,SCaRj18P,True,33,outoftime,1080,white
4369,1247,xWmJyQNx,True,94,resign,1092,black
4370,1093,yu53Bu4z,True,47,resign,1707,white
4371,1099,342REOyC,True,27,resign,1425,white
4372,1105,d8ioettO,True,11,resign,1121,black
4373,1501,19MpTkmf,False,70,resign,1121,black
4374,1483,qO0X8v2F,True,60,resign,1126,black
4375,1126,st5BpERu,False,27,resign,1778,white
4376,1126,E7Hw4X7S,False,50,draw,1186,draw
4377,1131,wK4GQAj3,True,73,resign,1476,white
4378,1131,8RkCBYpm,False,21,resign,1884,white
4379,1137,2kO3kKu6,True,39,resign,1494,white
4380,2262,IFp8nfQZ,True,45,mate,2335,white
4381,2322,V424nN5B,True,110,resign,2271,black
4382,2280,UPcUB2Tt,True,45,resign,2307,white
4383,2290,njN5niah,True,40,resign,2291,black
4384,2347,fSGIGtCs,True,77,resign,2269,white
4385,2323,VKtNL8My,True,47,resign,2247,white
4386,2118,fzH5Q1tG,True,45,resign,2235,white
4387,2221,iJoTkwH9,True,40,resign,2126,black
4388,2234,BNF3lL3A,True,41,resign,2202,white
4389,2181,64RbTU8h,True,48,resign,2193,black
4390,2157,BajyEizY,True,62,outoftime,2204,black
4391,2135,Sr1rM0fj,True,46,outoftime,2120,black
4392,1151,QAMJ6qWi,False,31,mate,2135,white
4393,2135,NvV5jsrT,False,38,mate,1151,black
4394,2133,j73xhBdO,True,34,mate,1586,black
4395,2131,UIzzkIrU,True,22,mate,1635,black
4396,2116,nC2ovlsG,True,92,resign,1967,black
4397,2278,pHBZQFCA,True,65,resign,2080,white
4398,1821,T5zJ8LrR,True,53,outoftime,2070,white
4399,2060,vR37nbhu,True,22,resign,1791,black
4400,2032,e9lW5664,True,68,mate,2043,black
4401,1839,tyVpE6fx,True,57,outoftime,2016,white
4402,1945,mB1jGzRN,True,52,resign,1989,white
4403,2091,fLAZN1YG,True,49,resign,1943,white
4404,1887,D5oxHuMS,True,51,resign,1909,white
4405,1886,RAnGhDmB,True,20,resign,1729,black
4406,1627,hvC0cVuJ,True,137,outoftime,1627,white
4407,1638,WdLfHotx,True,46,resign,1657,black
4408,1666,YBcsgyAd,True,39,resign,1970,white
4409,1629,cWPwErEE,True,76,outoftime,1696,black
4410,1792,ekGX7kSu,True,126,resign,1669,black
4411,1676,jDWjJBB4,True,66,mate,1714,black
4412,1440,SvOv9vvN,True,106,draw,1744,draw
4413,1715,ayguuKL4,True,112,resign,1573,black
4414,1691,eqtL1GCI,True,46,resign,1472,black
4415,1533,o0HszYqU,True,134,mate,1787,black
4416,1755,uWrTW7LU,True,80,outoftime,1550,black
4417,1748,dxRVSU8g,True,47,draw,1757,draw
4418,1606,SkMyE8gP,True,88,resign,1840,black
4419,1444,uocWBrs9,True,45,resign,1589,black
4420,1684,PxpPRBS0,True,76,outoftime,1545,black
4421,1081,asBHxWEO,True,43,mate,1500,white
4422,2324,LLv8soTI,True,43,resign,2422,white
4423,2424,ngEHQntO,True,64,resign,2458,black
4424,2331,RDqMrFR8,True,39,resign,2415,white
4425,2404,CDVEwFYa,True,50,resign,2420,black
4426,2383,fVrvDDyE,True,150,resign,2513,black
4427,2369,JoykGWni,True,96,outoftime,2469,black
4428,2374,EHkaMaHb,True,136,draw,2220,draw
4429,2234,zM6tvGnk,True,71,resign,2367,white
4430,2359,7gGS7pPm,True,86,outoftime,2249,black
4431,2349,3mKOHzw7,True,55,resign,2324,black
4432,2342,B3tErunx,True,28,resign,2226,black
4433,2336,f2ZTk7HE,True,83,resign,2331,white
4434,2346,QsZhZp1R,True,117,resign,2203,white
4435,2272,Tqf77qEs,True,95,outoftime,2338,white
4436,2394,sworq8o3,True,98,resign,2347,black
4437,2449,xm2JsGQV,True,120,resign,2355,black
4438,1798,JaqSGaaU,True,107,outoftime,1817,white
4439,1737,bqnOjpTT,True,154,mate,1645,black
4440,1726,nDdY19oK,True,48,mate,1641,black
4441,1653,dD8NMFWq,False,38,resign,1726,black
4442,1500,f7gmW1Ld,False,16,resign,1592,white
4443,1519,kHO8nEwI,True,44,resign,1587,black
4444,1801,69jOMJ0Q,True,36,mate,1547,black
4445,1618,UU9iZWI5,True,59,resign,1678,white
4446,1862,2DohR7nT,True,20,resign,1674,black
4447,2173,s92mywrk,True,3,resign,1430,white
4448,1618,5Etx9UBo,False,54,draw,1430,draw
4449,1810,ukrD5DWR,True,42,mate,1500,black
4450,1042,V7sUBmKR,True,21,resign,1257,white
4451,1153,lYTKo3cq,True,46,resign,971,white
4452,994,lQGYh4Um,True,23,resign,1214,white
4453,996,GXYrEnF8,True,55,mate,1748,white
4454,1193,qZFiw8wb,True,63,mate,1127,white
4455,1319,bmERzpsG,False,90,mate,1193,black
4456,1394,IIpn9RYk,True,24,mate,1244,black
4457,1352,iY3HQL7E,True,91,resign,1386,white
4458,1500,QhMsuvnB,True,33,mate,1559,white
4459,2103,RSWn3dym,True,77,resign,2131,white
4460,1991,fUSlykPb,True,91,outoftime,2095,white
4461,1974,pqkIYYtP,True,125,mate,2088,white
4462,2094,Iuo32IUI,True,41,mate,2247,white
4463,1380,xs1VBiLR,True,118,mate,1453,black
4464,1317,IJeOuv9I,True,49,mate,1446,white
4465,1392,oztjGqcs,True,64,resign,1459,black
4466,1449,6Is0IXFg,True,42,mate,1434,black
4467,1449,gzKxnMzD,False,35,mate,2621,white
4468,1409,1nwBCZ0R,True,67,resign,1816,white
4469,1500,nLJUV1jL,True,63,resign,1757,white
4470,1500,bhdGL9GP,False,71,resign,1757,white
4471,1901,KRIxBpUF,False,26,outoftime,1500,black
4472,1161,BtGygBSf,False,19,outoftime,1500,white
4473,2723,rAO6oybn,False,1,outoftime,1500,white
4474,1937,PCilG7NF,False,42,outoftime,1500,black
4475,2021,9bIIqx54,False,32,outoftime,1500,black
4476,1477,Q30VWhyC,False,24,outoftime,1500,black
4477,1442,SOwFl165,False,53,resign,1500,white
4478,1849,fd0IBVF5,False,89,resign,1500,white
4479,1710,wz1du4gO,False,43,resign,1500,white
4480,2047,Xmxo6JB6,False,85,resign,1500,white
4481,1989,wIK2NOYo,False,76,draw,1500,draw
4482,2117,8s3NuPoB,False,51,resign,1500,white
4483,1500,YDEPnr1B,False,139,draw,1500,draw
4484,1535,O2sgklXt,False,78,resign,1500,white
4485,2080,QT2EIF2I,False,75,resign,1500,white
4486,2054,KtIuuYtF,False,89,resign,1500,white
4487,2081,mQvEv74V,False,94,draw,1500,draw
4488,1500,KnxBfAbJ,False,72,draw,2070,draw
4489,1500,P56vlslk,False,72,resign,1916,black
4490,1500,Z2MOp4iS,False,34,resign,1500,black
4491,1500,Tb86T3dt,False,134,draw,1656,draw
4492,1500,JOhiCu2b,False,64,resign,1557,black
4493,1615,Vbpo8Q4f,False,28,resign,1500,white
4494,1679,4gJZ3HlD,False,80,resign,1500,white
4495,2122,EBelAf6b,False,53,resign,1500,white
4496,1259,747oYwWN,False,45,mate,1500,white
4497,2003,eykNBbyC,False,70,resign,1500,white
4498,1758,Wrdb9ap2,False,47,outoftime,1500,white
4499,1960,eyoEHEvr,False,59,resign,1500,white
4500,1869,RXa6rVdm,False,67,resign,1500,white
4501,2445,ThP7773E,False,124,resign,1500,white
4502,1851,CYeIrdEp,True,73,mate,1826,white
4503,1814,tKU5HLNT,True,110,resign,1854,black
4504,1834,z0r5z8nU,True,156,draw,1813,draw
4505,1801,qsuJFyCt,True,62,resign,1828,black
4506,1810,aEEvKCsX,True,21,resign,1900,white
4507,1891,ud0mZPtX,True,64,mate,1819,black
4508,1828,zEEwy0uG,True,35,resign,1882,white
4509,1940,DRTzilcV,True,75,resign,1813,white
4510,1818,o4Am07tc,True,23,resign,2035,white
4511,1827,IdP6M5Di,True,55,resign,1912,white
4512,1204,1YJSkH4F,True,9,resign,1227,white
4513,1236,vd26sJzt,True,38,resign,1253,white
4514,1294,4akZIXfa,True,100,resign,1245,black
4515,1235,VwU8FwEG,True,60,mate,1234,black
4516,1245,nx8wg3OJ,True,57,mate,1254,white
4517,1255,ZDh6xUyE,True,137,mate,1277,white
4518,1267,5HirxflU,True,132,resign,1265,black
4519,1286,2WSTNFtQ,True,58,resign,1275,black
4520,1286,DZKT0Fof,True,102,resign,1256,white
4521,1244,UCCXqbZz,True,22,resign,1298,black
4522,1311,MgoXD3YY,True,67,mate,1231,white
4523,1301,ULNqaP25,True,60,mate,1291,black
4524,1290,aTvjb9d5,True,55,mate,1290,white
4525,1319,P3SwoQ4j,True,112,mate,1300,black
4526,1310,xvJyxZKq,True,53,mate,1345,white
4527,1320,nw5bRQlq,True,58,resign,1330,white
4528,1314,WXzfpoWV,True,11,resign,1309,white
4529,1369,17oL15lL,True,101,mate,1298,white
4530,1307,jJvgwcHD,True,39,mate,1306,white
4531,1318,UooQu6Ls,True,28,mate,1318,black
4532,1326,SxcOGVai,True,89,resign,1378,white
4533,1355,5jBburnL,True,101,resign,1336,black
4534,1345,RBoa0nAn,True,45,mate,1365,white
4535,1355,EoX1dlS7,True,76,resign,1356,black
4536,1346,YQvNKW6O,True,136,resign,1315,black
4537,1356,5DOob7C4,True,81,mate,1388,white
4538,1333,J1WcRfNR,True,63,resign,1335,white
4539,1262,GAE1WjW7,True,37,mate,1325,white
4540,1282,Jeaxy25z,True,61,mate,1316,white
4541,1316,gad0IRZf,True,137,draw,1312,draw
4542,1306,FOaG5iUR,True,86,resign,1277,black
4543,1297,IBHNgvJE,True,17,resign,1244,black
4544,1254,KX7L0DbZ,True,45,resign,1288,white
4545,1276,SGZoequp,True,96,outoftime,1346,black
4546,1773,nxDsrrWl,True,37,resign,2013,white
4547,1806,SJlZHgIa,True,57,mate,2105,white
4548,1741,JdHchFFP,True,46,resign,1836,black
4549,1903,RqPrUk9B,True,128,mate,1858,black
4550,2131,xXtwQKG2,False,14,resign,1793,black
4551,2131,D2NhMhgw,False,23,mate,1754,white
4552,2131,MdkQt2T6,False,46,resign,1596,black
4553,2131,D6FrXtnK,False,77,resign,1236,black
4554,1980,isHrh3sR,True,73,resign,2135,white
4555,2025,cd1DWtOo,True,71,mate,1540,white
4556,1703,6ggj0AN0,True,51,resign,1709,white
4557,1542,XFxpFHiZ,True,29,resign,1707,white
4558,1707,VEWuoSbz,False,70,mate,1127,black
4559,1366,rvrw7nif,True,107,mate,1699,white
4560,1517,eBKMJuCi,True,59,mate,1679,white
4561,1411,hj8UMjNP,True,89,resign,1645,white
